CreditScore,Germany,Spain,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.7235294117647059,0,1,0,0.44565217391304346,0.9,0.4344920680743325,0.25,1,0,0.9825367433815511,0
0.7847058823529411,0,1,0,0.42391304347826086,0.2,0.0,0.5,1,0,0.2036138558809811,1
0.8023529411764706,1,0,1,0.2608695652173913,0.9,0.23088980071550166,0.5,0,0,0.26568148962400984,0
0.5694117647058824,0,0,0,0.31521739130434784,0.4,0.518594581568955,0.25,1,0,0.8201202865227732,0
0.7388235294117647,1,0,1,0.29347826086956524,0.5,0.38193391587795666,0.5,1,0,0.7800141285312326,0
0.5647058823529412,1,0,1,0.4782608695652174,1.0,0.5165785439020282,0.25,1,0,0.027364528906286874,1
0.68,0,0,1,0.32608695652173914,0.4,0.6754220010204143,0.25,1,0,0.560956641969738,0
0.6023529411764705,0,0,1,0.43478260869565216,0.5,0.0,0.5,1,1,0.7323166851073599,0
0.5694117647058824,0,1,0,0.3804347826086957,0.7,0.5335561143570283,0.25,1,1,0.13643562997968722,0
0.6,0,0,0,0.32608695652173914,0.0,0.0,0.5,1,1,0.652791894975251,0
0.7129411764705882,1,0,1,0.391304347826087,0.5,0.7591906339342799,0.5,0,0,0.8967931694231703,0
0.7023529411764706,0,1,0,0.43478260869565216,0.8,0.40651214204141606,0.25,0,1,0.47388841820452443,0
0.8870588235294118,1,0,0,0.5978260869565217,0.3,0.6441213243193681,0.25,1,0,0.04040576925692406,1
1.0,0,1,0,0.4891304347826087,0.2,0.4874935875358796,0.25,1,1,0.09741616284772307,0
0.6,0,0,1,0.7065217391304348,0.2,0.0,0.5,1,1,0.24036708780250138,0
0.9152941176470588,1,0,0,0.4891304347826087,0.1,0.6462800095449113,0.5,1,0,0.872689163112533,0
0.7482352941176471,0,0,1,0.45652173913043476,0.2,0.0,0.5,1,1,0.27736432889876655,0
0.9458823529411765,0,0,0,0.5434782608695652,0.4,0.0,0.25,1,1,0.04273595687197839,1
0.6047058823529412,0,0,1,0.34782608695652173,0.8,0.0,0.5,1,0,0.4793039218274607,0
0.8588235294117647,0,0,0,0.42391304347826086,0.1,0.3946250447741551,0.25,1,0,0.9747656511884846,0
0.6176470588235294,0,1,0,0.40217391304347827,0.0,0.0,0.25,0,1,0.6576333270130956,0
0.7247058823529412,0,1,1,0.32608695652173914,0.5,0.0,0.5,0,1,0.9805794197861839,0
0.808235294117647,1,0,0,0.3695652173913043,0.7,0.4439578635293716,0.5,1,0,0.7428517312250941,0
0.8411764705882353,0,0,0,0.44565217391304346,0.8,0.22405451552062433,0.5,0,0,0.4649305313879802,1
0.6023529411764705,0,0,0,0.391304347826087,0.3,0.3361036746035014,0.5,1,0,0.08838012309262828,0
0.5635294117647058,0,0,1,0.43478260869565216,0.1,0.0,0.5,0,0,0.5750037701417573,0
0.7070588235294117,0,0,1,0.34782608695652173,0.8,0.3707198010156235,0.25,1,0,0.4348034486096677,0
0.6823529411764706,0,1,1,0.31521739130434784,0.9,0.2459581896378725,0.5,1,0,0.6404130795317904,0
0.9494117647058824,0,0,1,0.3804347826086957,0.3,0.6966579538329686,0.25,1,1,0.003001912871923984,0
0.7247058823529412,0,1,0,0.34782608695652173,0.6,0.0,0.5,1,1,0.21501538457846014,0
0.8482352941176471,1,0,1,0.40217391304347827,0.3,0.42934021538386363,0.25,1,1,0.792985416251651,0
0.5894117647058823,0,0,1,0.6195652173913043,1.0,0.0,0.5,1,1,0.23924494560995493,0
0.6129411764705882,0,0,1,0.3804347826086957,0.6,0.38431476301792494,0.25,1,0,0.05244417190086347,0
1.0,0,1,1,0.32608695652173914,0.2,0.5621406284918311,0.25,1,1,0.029892123943860288,0
0.8929411764705882,0,0,1,0.45652173913043476,0.4,0.4201713133806638,0.25,0,1,0.6070681257615286,0
0.6070588235294118,0,1,1,0.5434782608695652,0.5,0.0,0.25,0,1,0.7307571264679551,1
0.8364705882352941,0,0,0,0.41304347826086957,0.2,0.5142409015548902,0.5,1,1,0.07187700257529683,1
0.6023529411764705,0,1,1,0.358695652173913,0.3,0.7041369665269274,0.25,1,0,0.4733716487739939,0
0.6470588235294118,0,0,1,0.40217391304347827,0.3,0.0,0.25,1,1,0.8983853292883812,0
0.7152941176470589,0,1,0,0.44565217391304346,0.3,0.35777012092838173,0.25,0,0,0.9965611707000183,1
0.7270588235294118,0,0,1,0.3695652173913043,0.5,0.5378858404223006,0.25,1,1,0.7598005184994956,0
0.7564705882352941,0,0,1,0.4891304347826087,0.5,0.0,0.25,1,0,0.7125942935454372,1
0.7894117647058824,0,0,1,0.4891304347826087,0.2,0.42398429577522895,0.25,0,1,0.791352854867343,0
0.8105882352941176,1,0,1,0.358695652173913,0.2,0.6449416972444869,0.5,1,0,0.8469413449945717,0
0.7094117647058824,0,0,1,0.33695652173913043,0.8,0.0,0.5,1,1,0.8496070452249004,0
0.7294117647058823,0,0,0,0.44565217391304346,0.9,0.0,0.5,0,0,0.44427905489246394,0
0.7952941176470588,0,0,0,0.3695652173913043,0.1,0.25147664535828074,0.25,1,1,0.2032366916996079,0
0.6729411764705883,1,0,1,0.2826086956521739,0.4,0.47145440604988265,0.5,0,0,0.30214786075956457,0
0.7858823529411765,1,0,1,0.5108695652173914,0.7,0.4258869009325659,0.25,0,1,0.7898247974123827,1
0.8176470588235294,0,0,1,0.5,0.7,0.19734127908267457,0.25,1,0,0.6650617063201576,0
0.8588235294117647,0,1,0,0.358695652173913,0.9,0.0,0.5,0,0,0.8829162976527917,0
0.9494117647058824,0,0,1,0.4673913043478261,0.1,0.42168244485241,0.5,1,0,0.17444675919814584,1
0.6964705882352941,0,0,1,0.5869565217391305,0.8,0.0,0.25,1,1,0.14369395289262876,1
0.8541176470588235,0,0,0,0.33695652173913043,0.9,0.45724560916346557,0.5,1,1,0.4909113082651908,0
0.6047058823529412,0,1,1,0.32608695652173914,0.7,0.0,0.25,0,1,0.6250747028088256,0
0.6670588235294118,0,0,1,0.45652173913043476,0.2,0.0,0.5,1,1,0.8399546322941741,0
1.0,0,0,1,0.358695652173913,1.0,0.0,0.25,1,0,0.024309514037727818,1
0.7894117647058824,1,0,1,0.4891304347826087,0.6,0.3968313190427237,0.25,1,1,0.5443827187902265,1
0.788235294117647,0,0,1,0.40217391304347827,0.4,0.6797895910646431,0.5,1,0,0.9913016729429026,0
0.8164705882352942,0,0,0,0.32608695652173914,0.9,0.0,0.5,1,1,0.1348066187288642,0
0.6435294117647059,1,0,0,0.42391304347826086,0.6,0.29731653198316493,0.75,1,1,0.4287487209519078,1
0.8835294117647059,1,0,1,0.5434782608695652,0.2,0.3861663115889005,0.25,1,0,0.38604576532077606,1
0.6988235294117647,1,0,0,0.31521739130434784,0.3,0.5214476523117414,0.25,1,0,0.30525412755519604,0
0.7917647058823529,0,0,1,0.782608695652174,0.1,0.0,0.5,0,1,0.5599270032553224,0
0.7176470588235294,0,0,1,0.43478260869565216,0.0,0.0,0.5,1,0,0.31117470016872634,0
0.6023529411764705,0,0,0,0.40217391304347827,0.1,0.0,0.5,0,1,0.7805544988491567,0
0.9023529411764706,1,0,1,0.21739130434782608,0.3,0.47714293082103576,0.5,0,1,0.7507051265127569,0
0.6882352941176471,0,0,0,0.7282608695652174,0.5,0.45428392858630373,0.5,0,1,0.46574806212713593,0
0.8976470588235295,1,0,1,0.45652173913043476,0.6,0.3992088979234557,0.25,1,0,0.16732099126927172,1
0.8376470588235294,0,0,0,0.31521739130434784,0.2,0.0,0.25,1,1,0.7219021435205963,0
0.6341176470588236,1,0,0,0.4673913043478261,0.3,0.463217954349513,0.75,1,0,0.27903029153896186,1
0.7858823529411765,0,0,0,0.5,0.2,0.0,0.75,1,0,0.44525904173996944,1
0.8270588235294117,0,0,1,0.30434782608695654,0.2,0.32353307273084464,0.5,0,1,0.8140914098370099,0
0.7788235294117647,0,1,1,0.41304347826086957,0.4,0.0,0.5,1,0,0.6813238677774284,0
0.8529411764705882,1,0,0,0.42391304347826086,0.5,0.4655428026574455,0.25,1,0,0.6202881728352986,0
0.8270588235294117,0,0,1,0.40217391304347827,0.8,0.4223295601811875,0.5,0,1,0.37080794237863346,0
0.7752941176470588,1,0,1,0.7282608695652174,0.6,0.467965300174266,0.25,1,1,0.22536392368353048,1
0.6152941176470588,0,1,1,0.3695652173913043,0.7,0.0,0.5,1,0,0.31016196208977453,0
0.7470588235294118,0,0,0,0.43478260869565216,1.0,0.49222208108479426,0.25,1,0,0.6597909581400261,1
0.908235294117647,1,0,1,0.2826086956521739,0.7,0.6074199688008786,0.5,1,0,0.3970849303933828,0
0.6411764705882353,0,0,0,0.2826086956521739,0.1,0.0,0.5,1,1,0.998230333460538,0
0.7458823529411764,1,0,1,0.2608695652173913,0.8,0.4109152445122241,0.25,1,1,0.7879160756444442,0
0.8694117647058823,1,0,1,0.5869565217391305,0.8,0.5038625044933582,0.25,1,0,0.672129022051229,1
0.9070588235294118,1,0,0,0.391304347826087,0.5,0.31027298772979894,0.25,0,0,0.4990487142316551,0
0.6905882352941176,0,1,0,0.3695652173913043,0.1,0.0,0.5,1,1,0.4896818120361325,0
0.8011764705882353,0,0,0,0.8586956521739131,0.0,0.0,0.5,0,1,0.854877093378711,0
0.64,1,0,1,0.40217391304347827,0.2,0.31778603814799866,0.25,1,1,0.287805571489488,0
0.8188235294117647,0,1,1,0.30434782608695654,0.8,0.0,0.25,0,0,0.8836005733815591,0
0.9011764705882352,0,1,1,0.44565217391304346,0.0,0.0,0.5,0,1,0.1714225954895904,0
0.8552941176470589,0,0,1,0.3695652173913043,1.0,0.0,0.5,1,1,0.9932240452241003,0
0.7894117647058824,1,0,0,0.3695652173913043,0.6,0.14853309564851608,0.5,0,0,0.7846151015278173,0
0.8152941176470588,0,0,0,0.32608695652173914,0.6,0.5101364063791797,0.25,1,1,0.25229548631028526,0
